NCM;CNAE
30039021;21211
33062000;20631
33074900;20622
38140030;20738
38160090;23419
39069031;20312
41071990;15106
44072700;16102
2071200;10121
3024300;3213
3028200;3116
5119999;10112
14049010;1121
17023019;10651
22090000;10996
23040090;10414
28047030;20193
28112220;20193
28170010;20193
28299012;20193
28372029;20193
28419029;20193
29052290;20291
29089929;20291
29142990;20291
29153951;20291
29214311;20291
29319038;20291
29333915;20291
29394200;21106
30021011;21220
30039029;21220
30039034;21211
30039065;21211
30059012;21238
34021120;20614
39209920;22218
3022300;3213
3061110;10201
3077900;10201
8013100;2209
10085010;1415
11052000;10325
25062000;8100
25202010;23923
28399040;20193
29039915;20291
29181800;20291
29221919;20291
29311000;20291
29335929;21106
29339141;20291
29362720;21106
30021016;21211
38190000;20991
39046910;20312
39069042;20312
39081023;20312
39173210;22293
40022010;20339
40103400;22196
2062100;10112
3046100;10201
3083000;3116
4022920;10520
7108000;10325
8011900;1334
10059090;1113
12099100;1415
13021300;10996
16023100;10121
16023290;10121
18040000;10937
20079990;10317
22089000;11127
28070020;20126
28191000;20193
28273998;20193
28323020;20193
28439011;20291
29051100;20215
29161600;20291
29162015;20291
29173990;20291
29211914;20291
30021024;21220
30032062;21211
30033919;21211
30039096;21211
30049067;21220
32030011;20291
32041990;20291
32065021;20193
38130090;20991
38255000;20991
39081014;20312
39089020;20312
39173100;22293
39207390;22218
39269050;22293
39269090;22293
40029920;20339
44039100;2209
44209000;16234
2099000;10121
3025300;3221
3028912;3124
3038946;10201
5029020;10121
5119999;10121
7123100;10325
8024100;1334
15159021;10414
16056900;10961
21069029;10996
27112100;6000
28211030;20193
28272010;20193
29124920;20291
29142310;20291
29161519;20291
29211122;20291
29214219;20291
29241931;20223
29309081;20291
29333949;20291
29339169;20291
29339955;20291
29339962;20291
30021035;21220
30032059;21220
30043992;21211
30049065;21220
30066000;21220
35079025;20291
38151100;20941
38249022;20991
44101121;16218
1023990;1512
3019490;3221
3071100;3213
3078100;3213
9102000;1211
10063019;10619
19011010;10520
27012000;5003
28291910;20193
28352950;20193
29049012;20291
29141950;20291
29214620;20291
29263020;20291
29299022;20291
29335942;21106
29339172;20291
29349170;20291
29362112;21106
29372351;21106
29379090;21106
29400099;21106
30032031;21220
30039043;21211
30045090;21211
33049100;20631
34070020;32507
40026000;20339
44111399;16218
2022090;10112
3027300;3116
7052100;1211
8045020;1334
8052000;10317
11031100;10627
25201019;8100
26090000;7227
28111940;20193
28419014;20193
29094931;20291
29122910;20291
29142910;20291
29147029;20291
29221959;20291
29342039;20291
29396951;21106
30039054;21220
30039061;21211
30039072;21211
35052000;20916
39039010;20312
39069041;20312
39129040;20291
39222000;22293
3019410;3221
3028931;3124
3038944;10201
5040019;10112
7099990;1211
12081000;10414
16023900;10961
16055200;10201
16055300;10201
25261000;8991
26190000;24229
27021000;5003
27101241;19217
27149000;8991
28100010;20193
28276021;20193
28289090;20193
28311021;20193
28402000;20193
29021910;20291
29054500;20614
29103000;20291
29215929;20291
29221992;20291
29241220;20291
29319046;20291
29329200;20291
29334913;20291
29389020;21106
29396952;21106
29419051;21106
30022017;21211
30023070;21220
30033922;21220
30039076;21220
30042079;21220
30049065;21211
32081010;20711
33012916;20932
37059010;74200
38069019;20291
38210000;20991
1012900;1521
3022300;3221
3024290;3213
3047500;10201
3062200;3221
7112020;10325
9103000;1211
12129200;1130
15149910;10422
15219011;1598
16051000;10201
29037731;20291
29061990;20291
29153953;20291
29392000;21106
30039032;21211
30039092;21220
30042032;21211
30042059;21220
30051040;21238
31026000;20126
31031030;20126
32100030;20711
38089111;20525
38089199;20517
39139030;20312
39173221;22234
40012990;1393
41041129;15106
43021100;14142
44071000;16102
44072940;16102
2022020;10112
3022900;3116
3028500;3124
5040090;10112
8072000;1334
12129300;10317
15012000;10121
19054000;10911
28289011;20622
28332940;20193
28469030;20193
29051999;20291
29094929;20291
29303022;20291
29362490;21106
29414020;21106
30031013;21211
30032011;21211
30039074;21220
30049052;21220
33012921;20932
34029029;20291
37013039;20991
38021000;20291
38085021;20517
39211100;22218
40082100;22196
40121900;22129
41039000;10112
44072100;16102
2013000;10112
3073100;3213
3082900;10201
5119999;1547
8103000;2209
12129990;2209
14019000;1393
15220000;10431
28112290;20193
28263000;20193
29051911;20291
29071990;20291
29109090;20291
29151290;20291
29161911;20932
29163132;20291
29252921;20291
29302021;20291
29349141;20291
30039056;21220
30043931;21211
33011910;20932
34029019;20291
34031190;20932
39071091;20312
39095012;20321
44129400;16218
10063011;10619
16055400;10961
22042920;11127
27101230;19225
28153000;20193
28299022;20193
29062100;20291
29181941;20291
29242947;20291
29333399;20291
29349912;20291
29419083;21106
30033913;21211
30033917;21211
30033994;21211
30039053;21211
30042031;21211
30044030;21211
31043010;20126
32089021;20711
38069012;20291
38247500;20991
39094011;20321
2072600;10121
3019919;3213
3038943;10201
3045900;10201
3049229;10201
5021019;10121
9109900;1211
13023990;10996
16029000;10112
23063090;10414
25210000;8100
27011900;5003
28042990;20142
28121019;20193
28276029;20193
29153962;20291
29173939;20291
29181310;20932
29181929;20291
29214939;20291
29349946;20291
29394100;21106
30031013;21220
30033911;21220
30033932;21211
30039039;21211
30049041;21211
32041510;20291
34029021;20291
35069110;20916
38089191;20517
39139060;20312
39173900;22234
41041990;15106
44011000;2101
3033200;10201
3038965;10201
3062700;3221
7133290;1199
8055000;10317
12101000;1393
23080000;10317
27111400;19217
28273910;20193
28369913;20193
29081990;20291
29121991;20291
29173920;20291
29309098;20291
29321200;20291
29335380;21106
29362690;21106
30032039;21211
30049067;21211
31059090;20134
37024421;20991
38063000;20291
39209930;22218
2089000;10121
3028945;3221
3078900;10201
3083000;3213
12072100;1415
23099020;10660
26012000;20193
27139000;19217
28273995;20193
29029090;20215
29081919;20291
29153939;20291
29154020;20291
29173700;20223
29199040;20291
29199060;20291
29269019;20291
29309032;20291
29350095;21106
30032071;21211
30042061;21211
30042062;21211
30044020;21211
30049094;21220
31039090;20134
32089031;20711
34011900;20631
38249033;20991
44140000;16293
47041100;17109
48025491;17222
1064100;1598
3079100;3213
7019000;1199
7112090;10325
12076090;1164
16042090;10201
16055100;10201
19021100;10945
25152000;8100
28274921;20193
28323090;20193
29089919;20291
29124949;20291
29181200;20932
29224910;20291
29309091;20291
29333371;20291
29372391;21106
30033914;21211
30039042;21220
30041019;21220
30067000;32507
32129090;20711
33012590;20932
34053000;20622
36061000;32990
39079991;20321
39139090;20312
39173300;22293
39209200;22218
44123200;16218
3024600;3213
3024700;3124
6012000;1423
11010020;10627
11043000;10694
11071020;11135
16041700;10201
16053000;10201
18063210;10937
19059090;10911
20054000;10325
25101010;8916
27050000;19101
28121013;20193
28273992;20193
29037990;20291
29042030;20291
29042070;20291
29182923;20291
29182940;20291
29215131;20932
29221961;20291
29242120;20517
29335321;21106
29341020;20291
29349941;20291
29349999;20291
30032072;21211
31025019;20126
32061120;20193
32062000;20193
35029090;20291
38029040;20193
39119012;20321
39173251;22293
41051029;15106
41062200;15106
43039000;14142
44170020;16293
47031100;17109
48025610;17214
3028912;3116
3028936;3124
3062990;3116
4029100;10520
7102200;10325
8071100;1199
9096290;10953
20041000;10325
28051100;20193
29171310;20291
29183090;20291
29201120;20291
29209014;20291
29242919;20291
29335933;21106
30032071;21220
30063021;21238
33049990;20631
34029090;20614
38069090;20291
38249025;20991
38249073;20991
39059190;20312
39072012;20312
39089090;20312
41041113;15106
44072990;16102
2071100;10121
3023500;3221
3043290;10201
7143000;1199
8011200;2209
15111000;10422
15122990;10422
21033029;10953
23032000;10716
24011090;1148
25051000;8100
26151020;7294
28309013;20193
28332520;20193
28353190;20193
29041040;20291
29145020;20291
29214640;20291
29239050;20932
29400023;21106
30039019;21211
30039077;21220
30043991;21211
30049036;21220
33021000;20932
37025411;20991
37031021;20991
39119019;20321
39211400;22218
44119490;16218
1069000;1555
2063000;10121
2101100;10139
5119999;1555
7031019;1199
8109000;1334
17026010;10651
21011110;10821
22087000;11119
25301090;8991
27101919;19217
27122000;19225
28273920;20193
28299029;20193
29037200;20291
29096013;20941
29124990;20291
29199020;20291
29214630;20291
29321920;20291
29332930;21106
29333321;20291
29339946;20291
29350099;21106
30022011;21211
30039035;21220
32074010;20711
33012919;20932
38249053;20223
39171021;22218
39232910;22226
42032100;32302
29329100;20291
2071400;10121
3056300;10201
3062910;3221
16022000;10139
19041000;10619
25090000;8100
27101999;19225
28331900;20193
29033932;20291
29181922;20291
29335921;21106
29349922;21106
30039084;21211
30043932;21211
30049043;21220
32049000;20291
37031010;20991
39022000;20312
39072042;20321
40052000;22196
44029000;2101
8012100;2209
9081200;10953
12093000;1415
15019000;10121
16025000;10961
16042010;10961
20055900;10325
22019000;10996
26209990;24491
28521013;20991
29051420;20291
29153999;20291
29223990;20291
29225021;20291
29372231;21106
30032051;21211
30033933;21220
30051050;21238
30064012;32507
38130020;20991
39081013;20312
39119021;20321
39269010;22293
41044190;15106
44170010;16293
3081900;10201
5021090;10121
5119920;1539
12149000;1393
15041090;10431
26122000;7251
28041000;20142
28253010;20941
29031990;20291
29039916;20291
29095011;20291
29214421;20291
29221993;20291
29335914;21106
30033924;21220
30043923;21220
30049038;21211
30049044;21211
33012510;20932
34039900;20932
35019011;20916
39021020;20312
39072090;20321
39093010;20321
40022090;20339
43040000;14142
44011000;2209
2074400;10121
3024400;3116
3028400;3124
5100010;10121
7145000;1393
9011200;10813
26140090;7294
27060000;19101
28399030;20193
28416930;20193
29051923;20291
29089930;20291
29153929;20291
29189994;20291
29224931;20291
29335934;21106
29339111;20291
29391122;21106
30049093;21220
33072090;20631
34042020;20622
38099141;20932
38101010;20991
39019010;20312
39069045;20312
39233000;22226
44021000;2101
47032100;17109
2101200;10139
3022100;3116
3022400;3116
8011190;1334
16043100;10201
23099090;10660
25102090;8916
25291000;23991
28230090;20193
28249090;20193
28299019;20193
28419019;20193
28444010;20193
29039939;20291
29089913;20291
29152100;20291
29225091;20291
29242969;20291
29335945;21106
29372322;21106
30012090;21106
30033935;21211
30043925;21220
33012917;20932
38112190;20932
39122021;20291
40094290;22196
40111000;22111
3022200;3116
10083010;1415
11032000;10627
15131100;10414
20098990;10333
25111000;8916
26030010;7294
27030000;8991
28299040;20193
29051410;20223
29093013;20291
29121911;20223
29141100;20291
29144010;20291
29153955;20291
29163121;20291
29215133;20932
29215135;20932
29415010;21106
30039032;21220
30041011;21211
30049032;21211
34052000;20622
37025491;20991
38040020;20291
38089194;20517
38237090;20291
39249000;22293
39259000;22293
41015030;10112
41041119;15106
41041124;15106
3025100;3221
3044920;10201
4022110;10520
7104000;10325
7133910;1415
9109900;1393
11042300;10643
16023230;10121
23099030;10660
27101259;19225
29151390;20291
29182110;21106
29269023;20517
29309039;20291
29319045;20517
29414090;21106
30022024;21211
30031011;21211
30039047;21211
30042063;21211
32019011;20291
38119010;20932
38249041;20991
39140019;20312
39219011;22218
40051090;22196
40121200;22129
41022100;10112
48025491;17214
1061900;1598
3024400;3213
3033100;10201
7069000;1211
7141000;1199
15155000;10422
19051000;10911
25101090;23991
28281000;20193
28432990;20193
29033921;20291
29039917;20291
29051220;20291
29051929;20291
29053100;20223
29211911;20291
29214321;20291
29221912;20291
29280090;20291
29333929;20291
29362620;21106
30033913;21220
30039038;21211
30039059;21220
30039082;21220
30042011;21220
30049046;21211
30049074;21211
32099019;20711
39111021;20312
39201099;22218
39202011;22218
39234000;22226
2072500;10121
3043900;10201
4011010;10511
4022120;10520
4041000;10520
5010000;96025
5029010;10112
7099200;1211
8044000;1334
8059000;1334
20091200;10333
28332790;20193
29052990;20291
29081913;20291
29221994;20291
29372310;21106
30039063;21211
30039078;21211
38099390;20932
38112130;20932
39207100;22218
40149010;22196
2044200;10112
3034200;10201
3034500;10201
3044990;10201
8112000;10317
16042030;10201
17019900;10724
28182010;24415
28220010;20193
28372023;20193
29062990;20291
29214670;20291
29224210;20932
30019010;21106
30021024;21211
30033912;21211
30039067;21220
30039083;21220
30043921;21211
30051010;21238
33071000;20631
37021010;20991
38123021;20932
40030000;22196
41071290;15106
48025510;17222
3023600;3116
3033300;10201
8045030;1334
9083100;10953
12019000;1156
15121120;10414
21021010;10996
21041011;10996
21041021;10996
22042100;11127
23024000;10619
26171000;7294
27101249;19217
27101931;19225
27132000;19217
28289019;20193
28419011;20193
29041012;20291
29141930;20291
29163220;20291
29214231;20291
29221310;20291
29252911;20291
29332940;20291
30039034;21220
30039073;21211
30049012;21211
30049032;21220
33030020;20631
34049011;20291
38089920;20517
38249071;20991
39074090;20312
40103200;22196
44083999;16218
47020000;17109
5069000;32990
6029021;1423
23033000;11119
28275900;20193
28333000;20193
28461090;20193
28530031;20193
29037931;20291
29094922;20291
29143990;20291
29171922;20291
29209090;20291
29224952;20291
29225041;20291
29269093;20291
29339163;20291
29389010;21106
30029094;21106
30039079;21211
31021090;20126
32082020;20711
39052100;20312
39071020;20312
39173259;22234
40119410;22111
46019400;16293
46021100;16293
1061300;1598
2076000;10121
3019999;3221
3024500;3116
3028924;3124
3032300;10201
3057100;10201
7136010;1415
11042200;10694
16010000;10139
17011200;10716
28332200;20193
29031300;20291
29038110;20291
29209015;20291
29214660;20291
29242952;21106
29335999;21106
29419049;21106
29419082;21106
30039048;21211
30042092;21211
30042099;21220
37013031;20991
38248110;20991
39209940;22218
40091290;22196
44079970;16102
44101290;16218
1059400;1555
3011900;3221
3044200;10201
4015021;10520
8013100;1334
16055300;10961
20056000;10325
23061000;10414
28309011;20193
28372011;20193
28418020;20193
29161990;20291
29209031;20291
29215112;20291
29242915;20291
29321940;20291
29332110;20291
29372990;21106
30033934;21220
30039079;21220
30042041;21220
30049034;21220
39011091;20312
39071049;20312
40094210;22196
40131010;22111
44021000;2209
44079500;16102
46019900;16293
3054400;10201
3089000;3124
9071000;1393
12129400;10317
20029010;10317
22085000;11119
25020000;8916
25059000;8100
28046100;20991
29091910;20932
29209029;20291
29211132;20291
29309012;20932
29309061;20517
29321910;20291
29341010;20291
29349952;20291
30039041;21211
35079019;20291
35079049;20291
39204310;22218
39204390;22218
44081091;16218
45049000;16293
3025100;3213
3028320;3116
5119999;1512
15099010;10422
15099090;10422
15121920;10422
16055400;10201
17011300;10716
21033021;10953
21039011;10953
24011020;1148
24021000;12204
27101931;19217
28181010;23991
28332710;20193
28352920;20193
28372012;20193
28419070;20193
29049021;20291
29163210;20291
29173911;20291
29182990;20291
29221999;20291
29224962;21106
29224969;20291
29309059;20291
29329912;20291
29339151;20291
29372140;21106
29372321;21106
29396942;21106
30039078;21220
30039088;21211
30043915;21211
31031010;20126
35079041;20291
38101020;20991
38247890;20991
41062129;15106
44111310;16218
2069000;10112
3019310;3221
3062600;3221
6029090;1423
12129990;1130
13021910;10996
16042030;10961
19059010;10911
28211011;20193
28432910;20193
29033939;20291
29144091;20291
29153954;20291
29241100;20291
29252950;20291
29269096;20291
29309036;20291
29419032;21106
30043921;21220
34013000;20631
38089119;20525
39013010;20312
39139050;20312
1013000;1521
6022000;1423
16021000;10961
19041000;10627
28012010;20193
28276011;20193
28301020;20193
28431000;20193
29042090;20291
29153991;20291
29211993;20291
29239040;20932
29339133;20291
38249078;20991
39069032;20312
39069046;20312
39075090;20321
39119025;20321
1023110;1521
3019991;3124
3028500;3221
4059010;10520
5100010;10112
8041020;10317
11043000;10643
12040010;1415
12075010;1415
12092200;1415
19023000;10945
20052000;10325
23099050;10660
27101290;19225
29039914;20291
29161511;20291
29252100;20291
29333329;20291
29333944;20291
29339944;20291
29349991;20291
29350015;21106
29419021;21106
30043929;21211
30063018;21238
38013090;23991
39079992;20321
39191000;22218
40122000;38114
3019912;3124
3023100;3213
3023400;3213
3035400;10201
3038113;10201
6031200;1229
12075090;1211
15162000;10422
22011000;11216
29153993;20291
29161310;20223
29309097;20291
29339161;20291
30021026;21211
30032093;21220
37012010;20991
39079912;20312
39100090;20321
39252000;22293
48025499;17214
10051000;1415
21033010;10953
23011010;10139
25169000;8100
28254010;20193
29039921;20291
29051919;20291
29183033;20291
29349911;20291
29399939;21106
30033939;21211
30039086;21211
32141020;20738
34012010;20631
37029800;20991
39071042;20312
40101200;22196
41044130;15106
41062121;15106
44079300;16102
4014010;10511
4015010;10511
8021200;10317
8054000;1334
10089010;1415
11072010;11135
11081900;10651
16023290;10961
19053100;10929
28161020;20193
28332960;20193
28341090;20193
28417090;20193
29031110;20291
29039929;20291
29081914;20291
29093014;20291
29142210;20291
29153200;20223
29156011;20291
29224410;20291
29334911;20291
29342020;20291
29343030;21106
30021022;21211
32065011;20193
32141010;20738
34029022;20291
39081012;20312
39100011;20321
39100019;20321
39201010;22218
44072920;16102
3053990;10201
7042000;1211
7145000;1199
12091000;1415
13022090;10996
14042090;10414
18069000;10937
23069010;10651
24012090;12107
27074000;20291
28051920;20193
28051990;20193
28491000;20193
29141200;20291
29163930;20291
29291090;20291
29329913;20291
29333312;20291
29333991;20291
30032032;21211
30033923;21211
30033981;21211
30039051;21220
30039074;21211
30043999;21220
30049037;21220
30049051;21211
30049092;21220
37061000;59111
38241000;20991
39129020;20291
41133000;15106
42050000;15297
3054990;10201
12024100;1164
18063120;10937
20055100;10325
25309090;8916
28459000;20193
29031500;20223
29039919;20291
29061920;20291
29142220;20291
29182910;20291
29280041;20291
29303011;20291
29333319;20291
29335915;21106
29339920;20291
29350013;21106
30031011;21220
30042032;21220
32089029;20711
34021190;20614
37051000;74200
38112110;20932
40170000;22196
42021900;15211
1023919;1512
2084000;10112
3027210;3116
3031100;10201
3036300;10201
9030090;10996
16024900;10121
25102090;23991
27011200;5003
28112230;20193
29072200;20291
29143100;20291
29182219;21106
29251990;20291
29302013;20291
29309034;20291
29334919;21106
29335340;21106
29339113;20291
29349133;20291
29349935;20291
29399130;21106
29412090;21106
30021033;21211
30022021;21211
30033935;21220
30042029;21211
30043933;21211
30043994;21220
30049091;21220
35069900;20916
37013021;20991
37025412;20991
38089196;20517
38249089;20991
39059910;20312
39253000;22293
41051090;15106
3019919;3221
3027900;3221
3028944;3124
3038962;10201
5071000;1598
7149000;1393
8109000;2209
12129200;10317
20094900;10333
28183000;20193
28399090;20193
29037912;20291
29038220;20291
29122100;20291
29157039;20291
29222911;20291
29242949;20291
29339112;20291
29396931;21106
30021019;21220
30033937;21211
30039036;21220
30043991;21220
30049031;21211
30049079;21211
30049099;21220
32041530;20291
37013090;20991
39071010;20312
39207910;22218
40011000;1393
40069000;22196
28080020;20193
28251020;20193
28311019;20193
29042051;20291
29093011;20291
29211923;20291
29309095;20291
29411020;21106
30032019;21220
30039044;21211
30039055;21220
30041015;21211
30043290;21220
30049047;21220
31024000;20126
32089010;20711
34021210;20614
38180090;20991
38220090;20991
39181000;22293
39189000;22293
39219012;22218
39269021;22293
40093100;22196
7099200;1199
16022000;10961
19042000;10619
22084000;11119
26131090;7294
29031120;20291
29051995;20291
29124930;20291
29182211;21106
29224963;20291
29337100;20223
29371990;21106
30039016;21220
30045010;21220
30049042;21220
30049058;21211
30049059;21220
31025090;20126
38170010;20291
39069044;20312
39231090;22226
40012920;1393
42029900;15297
44101992;16218
44187900;16226
1012100;1521
3021400;3213
3025500;3221
3028913;3116
3031400;10201
3034100;10201
14049010;2209
15079090;10422
16056200;10961
28092019;20126
28274110;20517
28331110;20193
28419089;20193
29061100;20291
29146910;20291
29189929;20291
29333943;20291
29334920;20291
29339942;20291
29349122;20291
29419011;21106
30043916;21220
30049092;21211
32041913;20932
33043000;20631
38089293;20517
38160012;23419
38249032;20991
39046990;20312
39071099;20312
40012200;1393
40012990;2209
42032900;14142
44079940;16102
44091000;16102
1023190;1512
2074300;10121
3048520;10201
3062910;3213
4069020;10520
5119991;1521
12011000;1415
15152910;10651
28211020;20193
28274929;20193
28521025;20291
29037737;20291
29051430;20291
29051720;20291
29110010;20291
29181921;20291
29239010;20932
29302024;20517
29319037;20291
29333382;20291
29336919;20291
29362320;21106
29372931;21106
30033100;21220
30039013;21211
30043937;21220
30044010;21220
30049038;21220
30049047;21211
30051020;21238
33012912;20932
33012922;20932
36041000;20924
38085010;20525
38122000;20932
38170020;20291
39079919;20312
41041121;15106
44109000;16218
3028923;3116
3038321;10201
8131000;10317
12129990;1393
15159022;10422
15200020;20614
25030090;8916
26011200;7103
28092020;20126
28111100;20193
28416920;20193
29011000;20215
29039913;20291
29145090;20291
29242991;20291
29280019;20291
29319036;20291
29333924;20291
29342032;20291
29350011;21106
29350093;21106
29372349;21106
29400021;21106
30029092;21106
30039046;21220
30039094;21220
30049077;21220
38249012;20991
38249075;20991
44050000;16102
2044100;10112
3079100;3124
8071900;1199
16025000;10112
23031000;10651
24012020;12107
25132000;8991
25171000;8100
28309014;20193
28371912;20193
29041051;20291
29072900;20291
29146920;20291
29163910;20291
29173950;20291
29181990;20291
29189999;20291
29319075;20291
29329991;20291
29331119;21106
29333946;20291
29349949;20291
30063013;21238
38089193;20517
38249059;20991
40103300;22196
40132000;22111
1063900;1555
3049219;10201
6029089;1423
9082200;10953
12092900;1415
28030011;20291
29094421;20291
29161919;20291
29183010;20291
29214500;20291
29242939;20291
29333391;20291
29339951;20291
29362990;21106
29372290;21106
29395920;21106
29400013;21106
29419039;21106
30031014;21220
30032094;21211
30033921;21220
30039023;21220
32030013;20291
38089349;20525
38251000;38114
40061000;22111
44072600;16102
3025200;3116
3049300;10201
7052900;1211
7133590;1199
10081010;1415
19042000;10694
22041010;11127
28252020;20193
29041019;20291
29041090;20291
29071590;20291
29089990;20291
29121999;20291
29141929;20291
29159022;20738
29214329;20291
29242943;21106
29309069;20291
29333984;20517
29335323;21106
29336913;20291
29339131;20291
29349927;20291
29371940;21106
29419099;21106
30021034;21211
30021039;21220
30039064;21211
30043918;21220
30049025;21220
33030010;20631
37025590;20991
38029090;20193
38111100;20991
39262000;14142
44123100;16218
48010090;17214
3054100;10201
7039010;1415
7049000;1211
8054000;10317
16055900;10961
21041029;10996
25309090;8991
28273970;20193
28332910;20193
29101000;20291
29319021;20291
29332994;20291
29349924;20291
30019090;21106
30033914;21220
30033993;21211
30044010;21211
30049011;21220
31023000;20126
32139000;20991
35069120;20916
38249076;20991
39095021;20321
39199000;22218
39263000;22293
40119290;22111
1041090;1539
3011110;3221
3028922;3116
3032600;10201
7145000;2209
13022010;10996
16041310;10201
19042000;10627
20089710;10317
28121015;20193
28273190;20193
28480030;20193
28530020;20193
29037920;20291
29161922;20291
29211131;20291
29214610;20291
29241949;20291
29242912;20291
29319041;20291
29319071;20291
29371910;21106
30022013;21211
30039036;21211
30039093;21220
37025499;20991
38159091;20941
39069047;20312
39074010;20312
39219020;22218
39232990;22226
40012100;2209
3035500;10201
7136090;1199
8052000;1334
11090000;10651
26209910;24491
28164090;20193
28255090;20193
28432100;20193
28439090;20193
28443000;20193
29037713;20291
29053200;20291
29053930;20291
29241992;20291
29309021;20291
29319072;20291
29329994;20291
29333919;20291
29343010;21106
29396911;21106
30059090;32507
33042090;20631
38040011;20291
38089999;20517
39100013;20321
40011000;2209
2068000;10112
3028922;3124
7123300;10325
8084000;1334
15089000;10422
15141100;10414
16010000;10112
17023020;10651
19019020;10520
21039099;10953
22060010;11127
22089000;11119
28051200;20193
28273994;20193
28415016;20193
29031400;20291
29162012;20291
29239020;20932
30033936;21211
30039031;21211
30039095;21220
34070010;20991
38099190;20932
39269069;22293
41071190;15106
41131010;15106
2032900;10121
3024290;3221
3036219;10201
3061710;10201
8062000;1326
8103000;1334
14049090;1211
20089900;10317
26011100;7103
26180000;24113
26201900;24491
27111910;19217
28042910;20142
29049014;20291
29095012;20291
29242913;20291
29332995;20291
29362819;21106
30032049;21220
38089296;20517
38089333;20517
39011010;20312
39072020;20321
40112010;22111
41044920;15106
41062110;15106
43022000;14142
2022010;10112
3028310;3116
3049221;10201
3053210;10201
3056990;10201
3061190;10201
3081100;3124
8132020;10317
9030090;1393
15131900;10422
19011090;10996
27101932;19225
27129000;19225
28211090;20193
28259010;20193
28363000;20193
29109030;20291
29211922;20291
29214229;20291
29222100;20291
29309037;20291
29339114;20291
29362812;21106
29396941;21106
29419034;21106
30033918;21220
30033932;21220
30039057;21220
30039058;21211
32082019;20711
39011092;20312
39095029;20321
39172300;22234
46012200;16293
37019100;20991
2072400;10121
3025400;3221
3028200;3221
3048400;10201
10082900;1113
11010010;10627
16023230;10961
23012010;10201
25191000;8991
26219090;8991
28309020;20193
28500090;20193
29039110;20291
29094419;20291
29189930;20291
29224110;20932
30021014;21211
32029013;20193
32099020;20711
36049090;20924
37011021;20991
37013029;20991
38089992;20517
38112920;20932
38247410;20991
39032000;20312
39209950;22218
41015020;10112
3038932;10201
3038956;10201
3062600;3124
7039090;1211
27121000;19225
29039990;20291
29147019;20291
29331111;21106
29349992;20291
29411039;21106
30021035;21211
30039094;21211
32064210;20193
33019030;20932
34011900;20614
34021110;20614
37011029;20991
37032000;20991
38112990;20932
38121000;20932
38130040;20991
40092210;22196
41079190;15106
2075200;10121
2089000;10112
3034900;10201
3073100;3221
4062000;10520
7129090;10325
7134010;1415
8094000;1334
9081100;1393
10029000;1113
15021019;10112
15119000;10422
23064100;10414
23099010;10660
25010090;8924
29241210;20291
29339969;20291
29419061;21106
29419089;21106
30032041;21211
30033919;21220
30039015;21211
30045030;21220
30049021;21211
32030021;20291
39151000;22293
40021911;20339
40024100;20339
41019010;10112
41062190;15106
42021210;15211
44039100;2101
44123900;16218
44160090;16234
45041000;16293
3038941;10201
3056400;10201
3071100;3221
4011090;10511
8107000;1334
17031000;10716
25010020;10996
28051910;20193
29051992;20291
29094941;20291
29153941;20291
29161240;20223
29221921;20291
29371200;21106
29379040;21106
30023030;21220
30034030;21211
30039014;21220
30043912;21220
31021010;20126
32029030;20193
37023100;20991
38089220;20517
38249031;20991
39209100;22218
44083991;16218
1042010;1539
3023100;3116
3038400;10201
3062700;3213
6031400;1229
7132090;1211
7134090;1211
7139090;1199
9096120;1211
12122100;3116
16041420;10201
19049000;10619
24012030;12107
25070010;8100
25249000;8991
25280000;8916
28013000;20193
28254090;20193
28421090;20193
29071920;20291
29209016;20291
29209021;20517
29225029;20291
29309033;20291
29333994;21106
30032049;21211
30033927;21220
30039093;21211
30049013;21211
37039090;20991
38249072;20991
39041020;20312
42029100;15297
44119310;16218
3038954;10201
3051000;10201
5021011;10121
8026100;1334
8132010;10317
12129300;1130
20082090;10317
27131100;19217
28342910;20193
29104000;20291
29349933;20291
29349953;20291
29349959;20291
30032094;21220
30039037;21211
30045090;21220
30049051;21220
30069190;22293
31049010;20134
38260000;19322
39049000;20312
1064900;1555
2075500;10121
3045200;10201
7102900;10325
12089000;10414
15141910;10422
15180010;20991
21069021;10996
25174100;8100
28129000;20193
28199020;20193
28291100;20193
28342990;20193
28351019;20193
28352980;20193
29029040;20223
29037100;20291
29049040;20291
29161420;20223
29309019;20291
29309029;20291
29349123;20291
29393010;21106
29413020;21106
30033999;21220
30034020;21211
30043914;21220
30049064;21220
33012520;20932
33041000;20631
34059000;20622
38249079;20134
39081029;20312
40029910;20339
40082900;22196
47031900;17109
3047900;10201
7099100;1211
12024200;10317
12051010;1415
25251000;8991
26020010;7235
28252010;20193
28274919;20193
29042059;20291
29071930;20291
29189960;20291
29214990;20291
29270021;20291
29309053;20291
29332913;20291
29391131;21106
29399920;21106
29413010;21106
30032099;21220
30033916;21220
30043922;21220
31022990;20126
32061119;20193
36069000;32990
37061000;59120
38012090;23991
38130030;20991
44111290;16218
48025510;17214
1022110;1512
2081000;10121
2086000;10112
15179010;10431
17041000;10937
19011030;10996
20029090;10317
23091000;10660
25232100;23206
28111990;20193
28249010;20193
29189992;20291
29211111;20291
29280042;20291
29336992;20291
29349934;20291
30021036;21220
30039064;21220
30043934;21220
30049033;21220
30049043;21211
30049066;21220
33053000;20631
38112120;20932
39173251;22234
3019991;3213
