NCM;CNAE
3024100;3221
3036600;10201
3048510;10201
3062700;3124
3062910;3124
4089900;10996
9012200;10813
9092200;10953
12059010;1415
12060090;1164
12077090;1164
16056300;10961
25061000;8991
26030090;7294
28401100;20193
28521022;20291
29037735;20291
29038990;20291
29121919;20291
29163129;20291
29163940;20291
29181930;20291
29201990;20291
29242911;20291
29339123;20291
29341030;20291
29349932;20291
29372370;21106
29372950;21106
30032061;21211
30033936;21220
35040030;20991
38200000;20991
38244000;20932
39100021;20321
39161000;22293
39235000;22226
41063200;15106
42010010;15297
46019300;16293
3027900;3213
3038963;10201
3055990;10201
8119000;10317
12122100;3213
16023220;10121
20059900;10325
28092090;20126
28331190;20193
28369911;20193
29037800;20291
29171220;20291
29302011;20291
29333922;20517
29339189;20291
29371100;21106
30039013;21220
30043993;21211
38089198;20517
39219090;22218
44152000;16234
47063000;17109
2091021;10121
3028500;3116
3081100;3116
9019000;10821
21012020;10996
25084010;8100
26100090;7294
27111300;19225
28433090;20193
29147011;20291
29215990;20291
29333341;20291
29333933;20291
29349121;20291
29362610;21106
30033982;21220
30033992;21211
30039017;21211
30039021;21220
30039066;21211
32029012;20193
40092110;22196
40092290;22196
42023100;15297
3023900;3124
3078100;3124
7129010;10325
7139090;1211
16043200;10201
29032300;20291
29039924;20291
29061300;20291
29121923;20291
29153963;20291
29161230;20223
29211939;20291
29319062;20941
29319069;20291
29339941;20291
30031015;21220
30039012;21211
30043913;21211
32064920;20193
38089195;20517
39021010;20312
39051910;20312
42032900;32922
1022190;1512
2012020;10112
2101900;10121
3022100;3221
3028923;3124
3038312;10201
7099300;1199
8028000;1334
8028000;2209
12079110;1415
13023211;10996
18063110;10937
24011040;1148
28047010;20193
28111930;20193
28311011;20193
28500010;20193
29182300;21106
29215132;20932
29239060;20932
29242931;20291
29309083;20291
29309087;20291
29321930;20291
29333372;20291
29333945;20291
29372360;21106
29391132;21106
29396919;21106
30031015;21211
30032099;21211
30034040;21211
30039012;21220
30042021;21220
30042039;21211
30042071;21220
30043210;21220
34049014;20622
35040019;20991
38029050;20193
38059090;20291
39059920;20312
40169200;32990
44219000;16293
3038951;10201
4029900;10520
6029029;1229
6029090;2101
8042010;1334
9096190;10953
15149990;10422
16010000;10121
19059090;10929
21069060;10937
22042911;11127
25030010;8916
25101090;8916
29231000;20932
29309011;20291
29419079;21106
30033923;21220
30042052;21220
30043912;21211
31053090;20126
32091010;20711
38089327;20517
38109000;20991
39012021;20312
39041090;20312
40023100;20339
44083110;16218
2102000;10139
3034600;10201
3062600;3116
4063000;10520
5080000;3124
8092100;1334
15159010;10414
15171000;10431
16022000;10121
17024010;10651
17039000;10724
20086010;10317
20089790;10317
28209010;20193
29039120;20291
29062920;20291
29215921;20223
29303019;20291
29305010;20291
29339164;20291
29339954;20291
29372939;21106
29400011;21106
29400019;21106
30029010;21106
30034010;21211
33061000;20631
34051000;20622
37024290;20991
40070019;22196
41079990;15106
44032000;2209
44151000;16234
3057200;10201
10039010;1113
10039090;1113
12141000;10660
13021190;10996
14049090;1121
15159090;10422
19021900;10945
20057000;10325
22082000;11119
25041000;8991
25309040;8916
27101992;19225
27111210;19217
28309012;20193
29041059;20291
29151210;20291
29159029;20738
29171210;20223
29214410;20291
29223120;20291
29332991;20291
29336916;20291
29419029;21106
30039049;21211
30043220;21211
30049019;21220
33012911;20932
39073022;20321
40027000;20339
44034100;2209
44081010;16218
44119410;16218
1029000;1512
2071300;10121
3036800;10201
3044600;10201
3062100;3116
6024000;1229
9022000;1393
11041900;10694
15211000;2209
20092100;10333
26180000;24229
28030019;20291
28353910;20193
28469090;20193
29022000;20215
29157020;20291
29224300;20291
29224420;20291
29319076;20291
29339999;20291
29349931;20291
30041013;21211
30049044;21220
30049048;21211
37011010;20991
3028934;3124
3032410;10201
3038119;10201
3053290;10201
3071100;10201
7135090;1199
14019000;2209
15132120;10414
15132920;10422
20098100;10333
27101929;19217
28112910;20193
28273991;20193
29171910;20291
29181910;20291
29214931;20291
29242920;20291
29333912;20291
29334940;20291
29349132;20291
30039087;21211
30043922;21211
30045060;21220
31039019;20134
31042090;20126
32064910;20193
35030012;20291
38247810;20991
39219019;22218
1019000;1521
3074100;3213
4022910;10520
6029090;1229
8133000;10317
8134010;10317
11081300;10651
14049090;1199
15151900;10422
16055900;10201
26151010;7294
27040010;19101
27075000;20291
28139010;20193
28391100;20193
28419081;20193
29051912;20291
29162013;20291
29182120;21106
29262000;20291
29332924;20291
29342090;20291
29391110;21106
30039085;21220
32073000;20711
39079911;20312
44101110;16218
44119210;16218
47071000;17214
3025500;3213
3061610;10201
5040013;10121
6029082;1423
7089000;1211
21031090;10953
24012040;12107
26209100;24491
28269090;20193
28399010;20193
29032100;20223
29181690;20291
29182929;20291
29201920;20291
29241991;20291
30021037;21211
30039087;21220
30039095;21211
30042059;21211
30045020;21211
33029019;20932
34039120;20932
35022000;20291
35079031;20291
38099290;20932
38160011;23419
39033010;20312
39173100;22234
39209990;22218
39269040;22293
41044910;15106
44013900;16102
3022900;3221
3034300;10201
3078100;3221
4072100;1555
5069000;10112
7144000;1211
11029000;10694
23050000;10414
28030090;20291
28332920;20193
28353110;20932
28415014;20193
29012900;20215
29173200;20291
29215111;20291
29239090;20932
29309072;20291
29362929;21106
29362951;21106
30022026;21211
30039081;21211
30042094;21220
35040011;20991
38040012;20291
38089421;20622
39059130;20312
39139020;20312
41012000;10112
44069000;16102
45039000;16293
2072700;10121
3053220;10201
3056200;10201
3074100;3116
7133990;1211
8027000;2209
16055700;10961
16056100;10961
25140000;8100
26179000;7294
28220090;20193
28321090;20193
28419043;20193
29041011;20291
29153910;20291
29161290;20223
29242964;20291
29362210;21106
30022018;21211
30041020;21220
30049036;21211
30049076;21211
38069011;20291
38089323;20517
38099120;20932
39072031;20291
39119022;20312
39206299;22218
40081100;22196
40101100;22196
42021100;15211
2062990;10112
3023200;3221
3028990;3116
3038953;10201
3072900;10201
3082100;3221
6029081;1423
20097900;10333
25181000;8100
27082000;20291
27101229;19217
28062000;20193
28121011;20193
28131000;20193
28403000;20193
28530039;20193
29096011;20941
29126000;20223
29161929;20291
29182921;20291
29209022;20517
29224190;20932
29309041;20291
29331990;21106
29333311;20291
29350029;21106
29350091;21106
29372239;21106
29419033;21106
30032069;21211
30042093;21220
30042099;21211
30043914;21211
30049078;21220
35079021;20291
38231200;20291
1064100;3221
2031100;10121
3038190;10201
7051100;1211
8012200;10317
14042010;10414
19019090;10996
28151100;20118
28258010;20193
28273999;20193
28371920;20193
28419060;20193
29162011;20291
29299011;20291
29333379;20291
29339173;20291
29372229;21106
29396959;21106
29399140;21106
30032041;21220
30039042;21211
33051000;20631
38249023;20991
39019030;20312
40129010;22111
41015010;10112
7131090;1199
8061000;1326
12099900;1415
19049000;10694
28045000;20193
29039911;20291
29094412;20291
29171323;20291
29182212;21106
29211121;20291
29303029;20291
29339932;21106
29349926;20291
29362290;21106
30021026;21220
30061020;32507
38249043;20991
38254900;20991
39039020;20312
41051010;15106
3028913;3124
4039000;10520
4090000;1598
7123900;10325
8121000;10317
11072020;11135
20011000;10325
22043000;11127
22072020;11119
24011030;1148
25087000;8100
29163139;20291
29173500;20223
29209039;20291
29223910;20291
29335510;21106
30039019;21220
30043932;21220
30049024;21220
31028000;20126
39059930;20312
39123129;20291
40116310;22111
41063110;15106
42022220;15211
48025410;17222
3028911;3124
3081100;3213
7119000;10325
10071000;1415
11062000;10694
28276019;20193
28342930;20193
29051300;20223
29071100;20223
29094939;20291
29151100;20291
29162014;20517
29172000;20291
29242932;20291
29242951;20291
29269030;20291
29362111;21106
29362119;21106
29362220;21106
29372329;21106
30032021;21220
30033999;21211
30039017;21220
30041014;21220
30043100;21220
30043927;21211
34021130;20614
39153000;22293
39201091;22218
40091100;22196
41071920;15106
3028200;3124
3038961;10201
3082100;3213
6029083;1423
9109900;2209
10082090;1113
11082000;10651
19052010;10911
20089100;10325
20092900;10333
21022000;10996
25162000;8100
26180000;24237
28419015;20193
29093021;20291
29121929;20291
29201110;20291
29215134;20291
29350092;21106
29362510;21106
30022015;21211
30022027;21211
30039029;21211
30042072;21220
30042094;21211
30049023;21211
30049061;21211
30063011;21238
35030090;20916
39044010;20312
39069043;20312
39173300;22234
3024300;3116
3028400;3116
13021930;10996
15079019;10422
24022000;12204
25101010;23991
25151100;8100
28121029;20193
28291920;20193
29051600;20223
29094429;20291
29095090;20291
29145010;20291
29319033;20291
29333914;20291
29336929;20291
30021038;21211
30031012;21211
30032011;21220
30032063;21211
30039039;21220
30041013;21220
30041020;21211
30049013;21220
30049068;21211
32064990;20193
34029039;20614
36010000;20924
38159092;20941
39211900;22218
44031000;2101
44219000;16226
47069100;17109
7145000;1211
10081090;1113
15141990;10422
28161010;20193
28261910;20193
28269010;20193
28269020;20193
29153961;20291
29319079;20291
29349954;20291
30033927;21211
30039044;21220
30045040;21211
30045040;21220
30049021;21220
30049057;21211
39073021;20321
39081011;20312
39092021;20321
40093290;22196
3021100;3221
3023400;3116
3023400;3221
3082100;3124
7133510;1415
8083000;1334
28469020;20193
28521011;20193
29089200;20291
29214239;20291
29299012;20291
29299019;20291
29319032;20517
29342010;20291
29372920;21106
29399931;21106
29411041;21106
30032095;21211
30032095;21220
30039057;21211
30039082;21211
30049026;21220
30049045;21220
32012000;20291
33012915;20932
33012990;20932
35071000;20291
37024410;20991
39119011;20321
40116910;22111
44013100;16102
48024090;17214
48025591;17214
3019999;3213
3023600;3221
3047300;10201
4049000;10520
5080000;3116
16023210;10961
21039019;10953
29037400;20291
29094411;20291
29214322;20517
29221200;20291
29252922;20291
29309084;20291
29321310;20291
29339171;20291
29341090;20291
29350022;21106
29391900;21106
30032051;21220
30032092;21220
33012400;20932
39111010;20312
39202012;22218
41041123;15106
43031000;14126
1022110;1521
1022990;1512
2074500;10121
3021400;3221
3027400;3116
3046900;10201
3061500;10201
4061090;10520
5021090;10112
7092000;1211
7133329;1199
8031000;1334
8051000;1318
8129000;10317
9042200;10953
9082100;10953
10061092;1113
10084090;1113
16024100;10121
18010000;1351
28319010;20193
28419021;20193
28421010;20193
29214290;20291
29232000;20932
29332999;20291
29334110;20291
29335530;21106
29336100;20223
29419071;21106
32029021;20193
35079042;20291
38247700;20991
1062000;3116
3024100;3213
3025200;3221
3034400;10201
3044100;10201
3053100;10201
3056100;10201
4059090;10520
7133490;1199
9012100;10813
16024200;10121
16055100;10961
17049020;10937
20058000;10325
26190000;24237
28142000;20126
28209030;20193
28257010;20193
28352930;20193
29163131;20291
29269026;20291
29309054;20291
30029091;21106
30032073;21220
30034090;21220
30043982;21220
32065029;20193
33049910;20631
35079029;20291
37025200;20991
38013010;23991
39029000;20312
39169010;22293
44101911;16218
3019919;3116
3024100;3116
3036910;10201
15180090;20991
22042919;11127
28212000;20193
29153931;20291
29171321;20291
29335360;21106
29362952;21106
30022023;21211
30039069;21211
30043994;21211
30049024;21211
30049027;21211
32019019;20291
35061090;20916
37013050;20991
37025510;20991
38089351;20517
38245000;23303
39012029;20312
39031120;20312
39072039;20321
40092190;22196
41064000;15106
3038990;10201
7143000;1211
27081000;20291
28100090;20193
28351021;20193
29061930;20291
29214429;20291
29241911;20291
29242961;20517
29302023;20291
29309023;20291
29339991;20291
29350019;21106
29350023;21106
29362811;21106
30033929;21220
30033931;21211
30043982;21211
30044030;21220
30049041;21220
30049057;21220
38099311;20932
38245000;20991
38249015;20991
39123111;20291
39231010;22226
3061910;10201
4022130;10520
5040011;10112
5119190;3213
6042000;1229
7144000;1199
8045030;10317
9023000;10996
12023000;1415
19019010;10996
20095000;10333
22029000;10333
22083090;11119
28259020;20193
28352960;20193
28480010;20193
29152400;20291
29211931;20291
29251200;20291
29319043;20517
29333120;20291
29335400;21106
29362113;21106
29391170;21106
30039065;21220
30042061;21220
31052000;20134
34022000;20614
34031900;20932
39069012;20312
39209400;22218
41069200;15106
42022210;15211
3022400;3124
3038311;10201
3038329;10201
4022930;10520
7082000;1211
16022000;10112
16042020;10961
16054000;10201
21012010;10996
28334020;20193
29041053;20291
29335935;21106
29336921;20291
29336991;20291
29339992;20291
30043911;21220
32041930;20291
32089039;20711
38089211;20525
38089995;20517
38140020;20738
38248300;20991
39092019;20321
39100012;20321
39123930;20291
41071110;15106
44121000;16218
2023000;10112
5119110;10201
7136090;1211
10049000;1113
12149000;1199
13021940;10996
16042020;10201
17021100;10520
23069010;10414
26204000;24415
28332400;20193
29094413;20291
29141910;20291
29171110;20291
29224959;20291
29319052;20291
29335372;21106
29339162;20291
29349925;20291
30022019;21211
30023040;21220
30039053;21220
30042062;21220
30042073;21211
30043917;21211
30049033;21211
31010000;20134
34029023;20291
35011000;10520
37012020;20991
39041010;20312
40113000;22111
42021220;15211
48025410;17214
3044400;10201
5021019;10112
5051000;10121
15029000;10112
16041200;10201
17011400;10716
17025000;10651
28053090;20193
28299032;20193
28500020;20193
29153600;20291
29221949;20291
29221951;20291
29223112;20291
29242946;20291
29291029;20223
29309085;20291
29339956;20291
29391151;21106
30032032;21220
30033926;21220
32100020;20711
32151900;20720
33019040;20932
35030019;20291
38246000;20991
40103500;22196
42010090;15297
44089010;16218
44089090;16218
44111410;16218
1051400;1555
2091019;10121
3024210;3116
3032490;10201
3049400;10201
16056200;10201
21069050;10937
25292200;8916
26169000;7243
27072000;20291
28054000;20193
28112210;20193
29038190;20291
29211913;20291
29309013;20291
29333361;20291
29396929;21106
30033924;21211
30044050;21211
31056000;20134
38089120;20517
38123012;20932
39119013;20321
40021920;20339
40101900;22196
42022900;15211
44101210;16218
45031000;16293
3028911;3221
3047200;10201
3089000;3213
5119110;3221
15081000;10414
20096900;10333
25223000;23923
25309020;8916
27101290;19217
28351011;20193
28372021;20193
29042060;20291
29053910;20291
29092000;20291
29157011;20291
29242942;20517
29319059;20291
29332919;20291
29333393;20291
29335311;21106
29335939;21106
29339134;20291
29339182;20291
29349149;20291
29372940;21106
29415020;21106
30023060;21220
30043923;21211
30043928;21211
30049069;21220
31053010;20126
35021900;10996
37013022;20991
1062000;3124
1064900;1598
1069000;3221
3077100;3116
11031900;10619
26159000;7294
27112990;19217
28415011;20193
28433010;20193
29033912;20291
29039931;20291
29181942;20291
29209051;20291
29269099;20291
29309022;20517
29319053;20291
29333989;20291
29339947;20291
29391191;21106
29419073;21106
30022014;21211
30032069;21220
30032079;21211
30042019;21220
30042029;21220
30049048;21220
30049053;21211
33012914;20932
33042010;20631
39042200;20312
40169990;22196
41120000;15106
41152000;15106
47042900;17109
1051200;1555
1051500;1555
3043300;10201
16030000;10996
16042090;10961
26060090;7219
28273200;20193
29211929;20291
29339959;20291
30034040;21220
30063017;21238
32030019;20291
34021300;20614
37024390;20991
38089341;20525
38089991;20517
39139019;20312
44034100;2101
44079990;16102
3028943;3124
3048600;10201
3061400;10201
7139010;1415
7149000;1211
15200010;20614
16041430;10201
17029000;10651
19059020;10911
24031900;12204
26219010;8991
29171120;20291
29224951;20291
29339149;20291
29339919;20291
29372341;21106
30032029;21220
30039015;21220
30042095;21211
30049046;21220
30049055;21211
33011210;20932
36050000;20924
40070011;22196
44101999;16218
3028938;3116
4015029;10520
6031900;1229
7061000;1211
7081000;1211
7099919;1211
7108000;1211
25049000;8991
28111950;20193
28299031;20193
29049016;20291
29156021;20291
29333342;20291
29339999;20517
29342034;20291
29400022;21106
30043935;21220
30049028;21220
35061010;20916
38029020;20193
39073029;20321
39206900;22218
40139000;22111
40169400;22196
44092900;16102
1039200;1547
2021000;10112
3019510;3221
3035300;10201
3074990;10201
4014029;10520
4061010;10520
10063021;10619
11042900;10694
13021999;10996
15021011;10112
25183000;23923
25232910;23206
28043000;20142
29199010;20291
29209033;20924
29242945;20291
29261000;20223
29269029;20291
30033994;21220
30039076;21211
30043210;21211
30049062;21220
31055100;20134
37024320;20991
38089993;20517
38249014;20991
39121120;20291
39172200;22293
39269030;22293
40169100;22196
44012100;16102
44034900;2209
44039900;2209
48025499;17222
3019110;3213
3048200;10201
3062500;3221
3062600;3213
3071900;3213
3075100;3213
4071100;1555
7099200;1393
7103000;10325
15121110;10414
15122100;10414
15155000;10414
16056300;10201
28047020;20193
28369920;20193
29102000;20291
29155030;20291
29183040;20291
29333999;20291
29362921;21106
29399120;21106
30032062;21220
30033933;21211
30034030;21220
30039049;21220
30049022;21220
30049063;21211
32050000;20291
33079000;20631
34011110;20631
38256900;20991
40012100;1393
40024900;20339
41051021;15106
3024600;3116
3028932;3116
3028990;3124
3038112;10201
3055100;10201
4051000;10520
7133399;1199
8055000;1334
12119090;2101
19053200;10929
22083020;11119
23023090;10627
24039910;12204
25221000;23923
28061020;20118
28080010;20126
28201000;20193
28309016;20193
29053920;20291
29211924;20291
29221913;20291
29333913;20291
29333947;20291
29349142;20291
29362630;21106
30019020;21106
30021029;21211
30032093;21211
30039088;21220
30043290;21211
30066000;21211
32061910;20193
34021290;20614
38249082;20991
41039000;3221
3019912;3116
3019919;3124
3022900;3213
9030090;2209
15211000;10422
20031000;10325
25174900;8100
25233000;23206
27101999;19217
28352940;20193
28442000;20193
29071910;20291
29089912;20291
29156029;20291
29183031;20291
29209061;20291
29211139;20291
29339121;20291
30061010;32507
33013000;20932
39169090;22293
41021000;10112
3023500;3213
3028400;3221
3082100;3116
4064000;10520
7114000;10325
8013200;10317
13021950;10996
21031010;10953
21061000;10996
27101911;19217
28253090;20193
28273997;20193
28521019;20193
29094923;20291
29183020;20291
29304090;20932
29389090;21106
29413090;21106
30043992;21220
32041700;20291
37079030;20991
37079090;20991
42060000;32990
3025500;3116
3028941;3116
3045100;10201
10082010;1415
23011090;10139
23021000;10643
29037722;20291
29094949;20291
29143910;20291
29299021;20291
29329914;20517
29335992;21106
29339949;20291
29349160;20291
30021019;21211
30039011;21220
30043913;21220
30043933;21220
30049022;21211
30063029;21238
32061111;20193
33012918;20932
34049021;20622
38051000;20291
38247110;20991
39269022;22293
46021900;16293
1023990;1521
1062000;3221
4071900;1555
6031500;1229
7099990;1199
20098910;10333
21069090;10996
27090010;6000
28289020;20193
28530010;20193
29024400;20215
29025000;20223
29081911;20291
29089100;20291
29189950;20291
29209042;20291
29214100;20291
29241993;20291
29333352;20291
29339139;20291
29339995;20291
30032091;21211
30061090;32507
33011300;20932
38111900;20991
39019020;20312
39119024;20321
39205900;22218
39262000;32922
40013000;2209
40059990;22196
40119490;22111
3011190;3213
3022900;3124
3044500;10201
3048700;10201
5061000;10112
8042020;10317
28419013;20193
29215939;20291
29251100;20291
29252940;20291
29362790;21106
29394300;21106
29395100;21106
30033922;21211
30039056;21211
30049039;21220
37040000;74200
38237010;20291
38243000;20991
38252000;38211
47041900;17109
3019991;3116
3048910;10201
6031300;1229
7142000;1211
12119090;2209
12129200;2209
15042000;10431
23099060;10660
25086000;8100
25151220;8100
26139090;7294
28048000;20193
28273996;20193
28419050;20193
28429000;20193
29041060;20291
29242119;20291
29332992;20291
29349129;20291
29391140;21106
30019039;21106
30021036;21211
30022025;21211
30023050;21220
30031019;21220
30032031;21211
30043926;21220
32029011;20193
32151100;20720
34042010;20622
37021020;20991
39100029;20321
41142010;15106
2081000;10112
3027900;3116
3033400;10201
3046210;10201
3048920;10201
8093010;1334
9096210;10953
9101200;10953
10089090;1113
16042010;10201
16056900;10201
21039091;10953
21069090;10961
28352400;20193
28530090;20142
29051922;20291
29054300;21106
29147021;20291
29153921;20291
29159042;20291
29199030;20291
29209049;20291
29214690;20291
29349929;20291
29372339;21106
29411031;21106
29413032;21106
30021023;21211
30039038;21220
30039073;21220
30049058;21220
30049094;21211
30051030;21238
38091090;20932
38099319;20932
39052900;20312
39077000;20321
39091000;20321
39173221;22293
39211200;22218
39262000;14126
40114000;22111
2050000;10112
3025200;3213
3036700;10201
3062910;3116
8111000;10317
11041200;10694
12040090;1164
15050010;13120
27101921;19225
28256010;20193
28342940;20193
28521024;20291
29121921;20291
29155010;20291
29322000;20291
29332911;20291
29342031;20291
29372342;21106
29396939;21106
29419042;21106
30033916;21211
30033982;21211
30041014;21211
32021000;20291
32081030;20711
34011190;20631
34049029;20622
38089291;20517
38247300;20991
39031110;20312
39173259;22293
44187200;16226
47069300;17109
3025400;3116
3043210;10201
3049100;10201
4100000;1598
7101000;10325
9011190;1342
15091000;10414
23080000;10325
27101210;19225
29159010;20291
29173400;20291
29214249;20291
29303090;20291
29333931;20291
30033911;21211
30039062;21211
30039081;21220
30042021;21211
30043924;21211
30043939;21220
30049027;21220
33011290;20932
37069000;59111
39043000;20312
40119420;22111
40151900;22196
41041940;15106
44072910;16102
44101919;16218
44182000;16226
2075100;10121
3019999;3116
3021300;3213
4089100;10996
8011200;1334
12074090;1164
15153000;10414
19042000;10643
22072019;19314
25302000;8916
27101251;19217
28049000;20193
28371915;20193
28470000;20193
29071200;20223
29124200;20291
29211992;20291
29319054;20291
29335944;21106
29339935;20291
30043916;21211
30043999;21211
32042019;20291
34039110;20932
38089994;20517
41041112;15106
41041122;15106
41071910;15106
47079000;17214
3023200;3213
3049900;10201
5040012;10112
23064900;10414
28289011;20118
28321010;20193
29037724;20291
29055100;20291
29094910;20291
29141923;20291
29141990;20291
29161110;20223
29171400;20223
29209064;20291
29214211;20291
29215932;20291
29224932;20291
29303021;20291
29339152;20291
30039075;21211
32029019;20193
32030030;20291
32061130;20193
37025300;20991
39073011;20321
3024300;3221
3048100;10201
6029010;1423
7133391;1415
7135010;1415
8011190;1393
9041200;10953
26020090;7235
28369912;20193
29023000;20215
29024300;20215
29049017;20291
29089921;20291
29181320;20932
29299090;20291
29319029;20291
29333383;20291
29419022;21106
30021039;21211
30032073;21211
30049062;21211
31043090;20126
34049013;20622
38089422;20622
44032000;2101
44039200;2209
2101900;10139
3027100;3116
3054300;10201
3056910;10201
5069000;10121
7133410;1415
8025200;1334
12071010;1415
15030000;10431
16052100;10201
16052900;10201
20094100;10333
21069010;11224
28273940;20193
28301010;20193
29024100;20215
29052910;20291
29081100;20291
29141922;20291
29152920;20291
29332925;20291
29414019;21106
29419037;21106
30042071;21211
38140090;20738
38249077;20991
39092011;20321
39092029;20321
39207990;22218
41079110;15106
1022911;1512
4081900;10996
5029010;10121
11081100;10651
15151100;10414
19059090;10996
23033000;11135
26131010;7294
26201100;24491
28413000;20193
28417020;20193
28419041;20193
29053990;20291
29159024;20291
29209032;20924
29335922;21106
29394400;21106
29411042;21106
30022029;21211
30043925;21211
30043981;21220
38112140;20932
39089010;20312
40025100;20339
40129090;22111
40151100;32922
48024010;17214
1061400;1598
3038114;10201
7144000;2209
10086090;1113
15011000;10121
18032000;10937
22041090;11127
23099040;10660
28273993;20193
28521029;20291
29094932;20291
29162019;20291
29411090;21106
30021014;21220
30039048;21220
30042093;21211
30044090;21211
31049090;20134
32041920;20291
38249034;20991
39061000;20312
39139040;20312
40059190;22196
44119390;16218
44160010;16234
1063390;1555
3023200;3116
3054200;10201
3071100;3116
9062000;10953
16041100;10201
16056100;10201
22083010;11119
27101994;19217
28332510;20193
29049013;20291
29096020;20291
29159032;20291
29211123;20291
29263011;20291
29269022;20291
29329999;20291
29339953;20291
29399940;21106
29419031;21106
30033915;21211
30033934;21211
30039052;21211
30042039;21220
30042051;21220
31022100;20126
32041911;20291
38249042;20991
38249074;20991
39072041;20321
39121110;20291
39232110;22226
3023100;3221
3038931;10201
3072100;3221
8107000;2209
12077010;1415
15132110;10414
15179090;10431
20082010;10317
21041019;10996
25070090;8100
25241000;8991
28121022;20193
28332950;20193
28342110;20193
29039923;20291
29161490;20223
29183039;20291
29242999;20291
29339934;20291
29419035;21106
30022016;21211
37013040;20991
39173229;22293
41041910;15106
43023000;14142
2075400;10121
3024210;3213
7031011;1415
9101100;1211
10011900;1415
12099900;2101
24029000;12204
27071000;20291
28274911;20193
28332970;20193
29094320;20291
29221962;20291
29222920;20291
29251910;20291
29269095;20291
29319090;20291
29333351;20291
29333983;20291
29372130;21106
30022022;21211
32041220;20291
34054000;20622
35019019;20916
38011000;23991
38140010;20738
39209300;22218
40116200;22111
44081099;16218
46029000;16293
47072000;17214
1022990;1521
3023300;3213
3049211;10201
3077100;3124
5079000;1598
7011000;1415
16023220;10961
28299050;20193
28419042;20193
29094924;20291
29161923;20291
29209019;20291
29211949;20291
29221320;20291
29309052;20517
29333363;20291
29339931;21106
29339945;20291
29393020;21106
29395910;21106
29419013;21106
30032052;21211
30032072;21220
30033926;21211
30039037;21220
30042092;21220
30043918;21211
38099130;20932
39069011;20312
39069029;20312
39119014;20321
46012100;16293
3025600;3116
3075100;3221
5119190;10201
8023100;1334
28042100;20142
28112990;20193
28139090;20193
28319090;20193
28451000;20193
29191000;20291
29215931;20291
29333359;20291
30021011;21211
30021023;21220
30042073;21220
30049011;21211
30049052;21211
30049054;21220
34021140;20614
37079021;20991
38029010;20193
38089321;20517
38089919;20525
38160019;23419
40141000;22196
3025300;3116
3036500;10201
3054910;10201
3073900;10201
3089000;3221
8041010;1334
16055200;10961
20083000;10317
27101260;19217
27109900;20991
28141000;20126
28365000;20193
29031200;20291
29032900;20291
29081929;20291
29221400;20291
29223111;20291
29362890;21106
29396949;21106
29419012;21106
30021025;21220
30039071;21220
30039091;21220
30042095;21220
30049066;21211
38220010;20991
39202019;22218
48021000;17222
48026191;17214
48045990;17214
48109210;17214
55151900;13235
56031430;13545
62031900;14126
62032910;14134
62129000;14118
68042119;23991
69029010;23419
73045911;24237
73158200;25926
74093900;24431
74112110;24431
81029700;24491
83014000;25420
83062100;32990
84148029;28143
84178090;28623
84209900;28291
84221900;28291
84249090;28330
84271011;28224
84462100;28631
84463030;28631
84864000;28691
85064090;27210
87042110;29107
89080000;38319
90021190;26701
90182010;26604
90183111;32507
90229011;26604
96092000;32990
48239010;17419
52083300;13219
52105990;13219
60041033;13308
60059010;13308
61034100;14126
64032000;15394
64041100;15327
68042290;23991
70109012;23125
72162200;24237
72254010;24229
82119400;25411
83024100;25420
84099112;29417
84099949;29417
84189100;28232
84198999;28216
84335919;28330
84522990;28640
84799090;28259
84829111;28151
84836011;28151
85153900;28402
85232924;26809
85255012;26311
85437035;27902
89012000;30113
91069000;26523
97020000;90027
48149000;17494
57023100;13529
58050090;13529
59039000;13545
60063200;13308
69139000;23494
72022900;24121
72044900;24237
83011000;25420
84079000;28119
84304910;28518
84362100;28330
84440020;28631
84463020;28631
84723030;28291
85113020;29450
85234990;18300
85299030;26515
85393100;27406
86072900;30326
87089200;28313
87089200;29492
90213991;32507
96110000;32990
48201000;17419
53091900;13227
54022000;20401
55092200;13138
56031210;13545
61021000;14126
61072900;14118
61099000;14134
62043900;14134
63051000;13227
65050022;14142
70023900;23192
70071900;23117
70182000;23192
72201100;24229
73071910;24393
73145000;25926
74153900;25926
76082090;24415
84305000;28542
84433252;26221
84472029;28631
84479090;28631
84733032;26221
84781090;28623
84798911;28691
84825010;28151
85051100;27902
85169000;27597
85171249;26329
85284110;26221
85437033;27902
86040090;30318
90179010;26515
90262090;26515
90283011;26515
90328925;29450
91132000;26523
91143000;26523
51061000;13120
52114210;13219
55020020;20401
55162400;13235
56039430;13545
60029010;13308
61143000;14134
62059010;14126
70195210;13235
73045111;24237
74072120;24431
84031090;25217
84283990;28224
84439960;28291
84479020;28631
84597000;28402
84733092;26221
84797900;28291
85258013;26311
85423299;26108
85489010;27902
85489090;27902
87120010;30920
90151000;26515
90221991;26515
90229080;26604
52083200;13219
52102910;13219
53012990;13120
54023300;20401
61034200;14134
61079910;14118
63023900;13511
72142000;25993
73202090;25926
73269010;25993
75089090;25934
84082090;29204
84099116;29417
84393090;28658
84431400;28691
84439922;28291
84798999;28691
85043221;27104
85098010;27597
85279120;26400
85437092;27902
90278013;26515
48115923;17214
49119100;58191
56031340;13545
61043100;14134
61152100;14215
62059090;14126
63039900;13511
68051000;23991
72043000;24211
72112920;24245
